EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	05:39:07	0	0.1000	0.5408792889738797	0.34945788979530334	0.3571	0.1821	0.2412	0.1566
2	05:44:33	0	0.1000	0.34462779136799615	0.28033357858657837	0.5177	0.3206	0.396	0.2844
3	05:50:12	0	0.1000	0.29718136444221	0.24905027449131012	0.5312	0.4412	0.482	0.3716
4	05:56:02	1	0.1000	0.26982036905673795	0.2345380336046219	0.5718	0.4151	0.481	0.3694
5	06:00:29	0	0.1000	0.25181665709845086	0.22615933418273926	0.5905	0.4432	0.5064	0.3891
6	06:06:28	0	0.1000	0.23343185010020823	0.21049287915229797	0.5804	0.5091	0.5424	0.4316
7	06:12:44	1	0.1000	0.2193493506567938	0.20736069977283478	0.6457	0.4625	0.539	0.418
8	06:17:58	0	0.1000	0.21073653253904312	0.20015983283519745	0.5968	0.5117	0.551	0.4367
9	06:24:50	0	0.1000	0.202163593372765	0.1926816701889038	0.5936	0.5375	0.5641	0.4546
10	06:31:03	0	0.1000	0.19315678048138724	0.1935482770204544	0.6064	0.5304	0.5659	0.4524
11	06:36:23	0	0.1000	0.18490256551457251	0.18994659185409546	0.6509	0.507	0.57	0.4513
12	06:41:39	1	0.1000	0.17985298227799534	0.18800146877765656	0.6053	0.5293	0.5647	0.4545
13	06:46:28	0	0.1000	0.17457155847330852	0.18833865225315094	0.6319	0.5281	0.5753	0.4611
14	06:52:17	1	0.1000	0.16835738510670475	0.1890014111995697	0.6731	0.5009	0.5744	0.4537
15	06:57:20	0	0.1000	0.1647589751280375	0.18190430104732513	0.6398	0.5427	0.5873	0.4755
16	07:02:27	0	0.1000	0.1580728329673517	0.1762147843837738	0.6297	0.5685	0.5975	0.4861
17	07:07:48	1	0.1000	0.15409385455939406	0.18040859699249268	0.6232	0.5539	0.5865	0.4739
18	07:12:12	2	0.1000	0.1497600751116821	0.17724300920963287	0.6241	0.5629	0.592	0.4824
19	07:16:52	0	0.1000	0.14586147566865548	0.17369993031024933	0.6311	0.5679	0.5978	0.4893
20	07:22:29	0	0.1000	0.14244732239559002	0.17753402888774872	0.6449	0.5629	0.6011	0.4852
21	07:28:01	1	0.1000	0.14006972246794613	0.17725302278995514	0.6554	0.5518	0.5992	0.4867
22	07:32:47	2	0.1000	0.1347602662241279	0.18029698729515076	0.6294	0.5609	0.5932	0.4867
23	07:37:27	3	0.1000	0.13150393397948207	0.1798088103532791	0.6202	0.5708	0.5945	0.486
24	07:42:53	4	0.1000	0.12809126163184054	0.1759292185306549	0.6412	0.5583	0.5969	0.4854
25	07:48:18	0	0.0500	0.11937150679809995	0.17499318718910217	0.6552	0.5723	0.6109	0.4992
26	07:54:18	1	0.0500	0.11382992306800928	0.17775961756706238	0.6615	0.567	0.6107	0.4994
27	07:58:56	2	0.0500	0.11175385096211751	0.1769108921289444	0.6459	0.5682	0.6046	0.4949
28	08:03:46	0	0.0500	0.10818040108150968	0.17313238978385925	0.652	0.5752	0.6112	0.502
29	08:09:45	1	0.0500	0.10807523220910648	0.17505164444446564	0.6515	0.5697	0.6078	0.4981
30	08:14:37	2	0.0500	0.10607221909079462	0.1747083216905594	0.6391	0.5852	0.6109	0.5056
31	08:18:37	0	0.0500	0.10498988536845966	0.17518562078475952	0.6563	0.5723	0.6114	0.5027
32	08:23:47	0	0.0500	0.10254109587654475	0.17302247881889343	0.632	0.5948	0.6129	0.5051
33	08:29:06	0	0.0500	0.09923399515599451	0.17742104828357697	0.6584	0.5779	0.6155	0.5069
34	08:34:26	1	0.0500	0.09922118541839269	0.17675569653511047	0.6559	0.5752	0.6129	0.5027
35	08:38:59	2	0.0500	0.09723471910220007	0.17712101340293884	0.647	0.5799	0.6116	0.5018
36	08:43:50	0	0.0500	0.09476451945620219	0.17743271589279175	0.6677	0.5717	0.616	0.5049
37	08:49:07	1	0.0500	0.09312644485571203	0.1787624955177307	0.6427	0.5834	0.6116	0.503
38	08:53:08	0	0.0500	0.09303182601761639	0.17644134163856506	0.6548	0.5852	0.618	0.5084
39	08:57:50	1	0.0500	0.09209288365684491	0.18426886200904846	0.6557	0.5635	0.6061	0.4954
40	09:01:42	2	0.0500	0.08958082069059042	0.18084537982940674	0.6353	0.5834	0.6083	0.5016
41	09:05:36	3	0.0500	0.08938262617784004	0.17761385440826416	0.629	0.594	0.611	0.5038
42	09:09:25	4	0.0500	0.08744268693862411	0.18005497753620148	0.6519	0.5717	0.6092	0.4981
43	09:13:16	1	0.0250	0.0840435781570493	0.18266098201274872	0.6572	0.5787	0.6155	0.505
44	09:17:12	2	0.0250	0.08210403810832068	0.18135835230350494	0.6587	0.5802	0.617	0.5072
45	09:20:50	3	0.0250	0.08157856442318571	0.1819988638162613	0.6477	0.5817	0.6129	0.5037
46	09:24:31	0	0.0250	0.07806014936681545	0.18387621641159058	0.6682	0.5767	0.6191	0.5079
47	09:29:05	1	0.0250	0.07845183542938754	0.18387117981910706	0.6607	0.5741	0.6143	0.5037
48	09:32:54	2	0.0250	0.07839609311129522	0.18154394626617432	0.6513	0.5796	0.6134	0.5041
49	09:36:38	0	0.0250	0.07782828028509957	0.18254709243774414	0.6564	0.5867	0.6196	0.511
50	09:41:33	1	0.0250	0.07685099247024092	0.18663328886032104	0.6647	0.5735	0.6157	0.5057
51	09:45:43	2	0.0250	0.07534443866061782	0.18559344112873077	0.6507	0.5852	0.6162	0.5058
52	09:49:40	3	0.0250	0.07427794781074812	0.1853613704442978	0.6459	0.5858	0.6144	0.5052
53	09:53:53	4	0.0250	0.07463191215436947	0.18688450753688812	0.6595	0.5761	0.615	0.5024
54	09:58:14	1	0.0125	0.07228086908673428	0.18582947552204132	0.6485	0.5773	0.6108	0.5033
55	10:02:38	2	0.0125	0.07157055060286888	0.18649493157863617	0.6529	0.5826	0.6157	0.5056
56	10:06:58	3	0.0125	0.07139884701241277	0.18552012741565704	0.6441	0.5823	0.6116	0.5024
57	10:10:59	4	0.0125	0.06968940998391376	0.18854796886444092	0.6624	0.5744	0.6152	0.5051
58	10:15:14	1	0.0063	0.07003935747325651	0.18592067062854767	0.654	0.5867	0.6185	0.5095
59	10:19:16	2	0.0063	0.07025884095726335	0.18675172328948975	0.6523	0.5849	0.6168	0.508
60	10:23:30	3	0.0063	0.07004539879357792	0.1877637803554535	0.6587	0.5802	0.617	0.5081
61	10:27:23	4	0.0063	0.068304799957663	0.18718217313289642	0.6495	0.5831	0.6145	0.506
62	10:31:57	1	0.0031	0.06897930891629592	0.18711291253566742	0.6478	0.5805	0.6123	0.5036
63	10:35:58	2	0.0031	0.06658658252054349	0.1875860095024109	0.6514	0.5826	0.6151	0.5067
64	10:39:51	3	0.0031	0.06772589355654088	0.18743127584457397	0.6514	0.582	0.6147	0.5061
65	10:44:26	4	0.0031	0.06721390502505548	0.187181755900383	0.6516	0.5826	0.6151	0.5066
66	10:48:46	1	0.0016	0.06832403238506964	0.18764179944992065	0.6518	0.5808	0.6142	0.5057
67	10:53:21	2	0.0016	0.06660255548633719	0.1879260241985321	0.6523	0.5793	0.6136	0.5046
68	10:57:43	3	0.0016	0.06714887974603273	0.18762992322444916	0.6514	0.5831	0.6154	0.507
69	11:02:08	4	0.0016	0.06802543611845875	0.18751053512096405	0.6505	0.584	0.6155	0.5076
70	11:06:48	1	0.0008	0.06831688616250657	0.18793930113315582	0.6534	0.5817	0.6155	0.5071
71	11:11:42	2	0.0008	0.06696158455926633	0.18810585141181946	0.6522	0.5802	0.6141	0.5052
72	11:15:43	3	0.0008	0.06760941903926483	0.1885528266429901	0.6554	0.579	0.6149	0.5064
73	11:18:12	4	0.0008	0.06642053353462418	0.18865922093391418	0.654	0.5782	0.6137	0.5051
74	11:21:05	1	0.0004	0.06677108337389868	0.18820388615131378	0.6521	0.5793	0.6135	0.5048
75	11:23:31	2	0.0004	0.06656683328402381	0.18797211349010468	0.6514	0.5814	0.6144	0.5062
76	11:26:16	3	0.0004	0.0665792473953391	0.18799088895320892	0.6517	0.5805	0.614	0.5054
77	11:29:02	4	0.0004	0.06574350646814049	0.18796393275260925	0.6523	0.5817	0.615	0.5065
78	11:31:28	1	0.0002	0.06723413008237923	0.18801775574684143	0.6531	0.582	0.6155	0.5068
79	11:33:58	2	0.0002	0.06504319626006416	0.18812470138072968	0.6529	0.5814	0.6151	0.5066
80	11:36:48	3	0.0002	0.0673025377879418	0.18807104229927063	0.6515	0.5811	0.6143	0.5057
81	11:39:29	4	0.0002	0.06775249496905932	0.18803134560585022	0.652	0.582	0.615	0.5064
