EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	23:05:24	0	0.1000	0.3715388483661376	0.4327963590621948	0.8596	0.0587	0.1099	0.0582
2	23:06:03	0	0.1000	0.19840562632831493	0.26587000489234924	0.5835	0.3976	0.4729	0.3281
3	23:06:45	1	0.1000	0.16277927256991148	0.28762751817703247	0.8297	0.2743	0.4122	0.2623
4	23:07:12	0	0.1000	0.143837554265148	0.22014597058296204	0.6674	0.3749	0.4801	0.3312
5	23:07:54	1	0.1000	0.12793290125930326	0.24206724762916565	0.7556	0.3257	0.4552	0.3039
6	23:08:22	2	0.1000	0.11775636458613552	0.21164125204086304	0.7129	0.3509	0.4703	0.3209
7	23:08:49	3	0.1000	0.10844990240602084	0.2563866078853607	0.8077	0.2766	0.4121	0.2655
8	23:09:16	4	0.1000	0.10226816243956614	0.22729048132896423	0.7481	0.3521	0.4788	0.3241
9	23:09:43	0	0.0500	0.09100041631950671	0.19859245419502258	0.7328	0.3581	0.4811	0.3293
10	23:10:24	0	0.0500	0.08418010539573743	0.21610407531261444	0.7563	0.3569	0.4849	0.3307
11	23:11:07	1	0.0500	0.08317181590107778	0.1925664097070694	0.7444	0.3557	0.4814	0.3282
12	23:11:33	0	0.0500	0.07862651964209211	0.19467368721961975	0.7541	0.382	0.5072	0.3513
13	23:12:15	1	0.0500	0.07584799704664957	0.2011357992887497	0.7506	0.3713	0.4968	0.3422
14	23:12:42	2	0.0500	0.07305265062071577	0.21117661893367767	0.771	0.3629	0.4935	0.3385
15	23:13:10	3	0.0500	0.06884805663206275	0.20968353748321533	0.7574	0.3665	0.4939	0.3404
16	23:13:37	0	0.0500	0.06717627470751385	0.18339189887046814	0.7163	0.4204	0.5298	0.379
17	23:14:18	1	0.0500	0.06525180207928573	0.1853654533624649	0.6994	0.4012	0.5099	0.3598
18	23:14:47	2	0.0500	0.06340730905190772	0.19266538321971893	0.7222	0.4048	0.5188	0.3678
19	23:15:14	3	0.0500	0.06096785071172461	0.2336919903755188	0.7639	0.3449	0.4752	0.3221
20	23:15:41	4	0.0500	0.05892840421467749	0.2252599149942398	0.7437	0.3509	0.4768	0.327
21	23:16:07	1	0.0250	0.053550873216251696	0.2054983526468277	0.7061	0.3856	0.4988	0.3511
22	23:16:34	2	0.0250	0.053295166755091265	0.191831573843956	0.6988	0.4084	0.5155	0.3679
23	23:17:01	3	0.0250	0.05282524470106259	0.21855910122394562	0.7488	0.3713	0.4964	0.3444
24	23:17:28	4	0.0250	0.049465999302255204	0.19926667213439941	0.7077	0.406	0.516	0.3673
25	23:17:57	1	0.0125	0.048353576416910765	0.2078527808189392	0.7285	0.376	0.4961	0.3454
26	23:18:24	2	0.0125	0.04695371326487277	0.20243379473686218	0.7174	0.3952	0.5097	0.3603
27	23:18:51	3	0.0125	0.04721189645152713	0.21205098927021027	0.7217	0.382	0.4996	0.349
28	23:19:18	4	0.0125	0.04537980359231154	0.21423155069351196	0.7194	0.3593	0.4792	0.3308
29	23:19:45	1	0.0063	0.04588183015798736	0.21199364960193634	0.7192	0.3772	0.4949	0.3458
30	23:20:12	2	0.0063	0.04383649857975774	0.2187119424343109	0.7412	0.3772	0.5	0.3485
31	23:20:40	3	0.0063	0.04357580899166069	0.20641487836837769	0.7159	0.3892	0.5043	0.354
32	23:21:07	4	0.0063	0.04404069051281908	0.2121821939945221	0.7199	0.3725	0.4909	0.3414
33	23:21:35	1	0.0031	0.04277280360227488	0.2163720279932022	0.7241	0.3677	0.4877	0.3385
34	23:22:02	2	0.0031	0.04335110611309755	0.21398065984249115	0.7269	0.376	0.4957	0.3454
35	23:22:29	3	0.0031	0.043383441221461275	0.21077960729599	0.7236	0.3856	0.5031	0.3523
36	23:22:56	4	0.0031	0.04252574159904053	0.2085270881652832	0.7074	0.388	0.5012	0.3522
37	23:23:23	1	0.0016	0.04186950664134111	0.21138156950473785	0.7188	0.3796	0.4969	0.3468
38	23:23:52	2	0.0016	0.03996858406766225	0.2131020724773407	0.7256	0.3832	0.5016	0.3505
39	23:24:20	3	0.0016	0.04159523227958612	0.21172623336315155	0.724	0.3832	0.5012	0.3509
40	23:24:47	4	0.0016	0.04088076386709409	0.21284599602222443	0.7217	0.382	0.4996	0.3494
41	23:25:14	1	0.0008	0.040507309079151226	0.21182063221931458	0.7201	0.382	0.4992	0.349
42	23:25:40	2	0.0008	0.04175736779861049	0.2134934812784195	0.7205	0.3796	0.4973	0.3472
43	23:26:07	3	0.0008	0.0420569642582484	0.2117963284254074	0.7169	0.382	0.4984	0.3483
44	23:26:34	4	0.0008	0.04025404869455404	0.21199484169483185	0.7152	0.382	0.498	0.3479
45	23:27:03	1	0.0004	0.04057554235569355	0.21373218297958374	0.7211	0.3808	0.4984	0.3483
46	23:27:30	2	0.0004	0.04185902470704682	0.21315135061740875	0.7227	0.3808	0.4988	0.3487
47	23:27:57	3	0.0004	0.0409707753980975	0.21280138194561005	0.7185	0.382	0.4988	0.3486
48	23:28:24	4	0.0004	0.03974838512243693	0.21401157975196838	0.7221	0.3796	0.4976	0.3476
49	23:28:51	1	0.0002	0.04045419107683724	0.21382994949817657	0.7221	0.3796	0.4976	0.3476
50	23:29:18	2	0.0002	0.04168505116016808	0.21330946683883667	0.7221	0.3796	0.4976	0.3476
51	23:29:46	3	0.0002	0.04045148764655443	0.21285364031791687	0.7217	0.382	0.4996	0.3494
52	23:30:14	4	0.0002	0.04014663148986729	0.21321341395378113	0.7211	0.3808	0.4984	0.3483
