EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	21:28:23	0	0.1000	0.2656922482604836	0.08245593309402466	0.854	0.8665	0.8602	0.8112
2	21:31:45	0	0.1000	0.10104254665752464	0.05593087151646614	0.9076	0.9009	0.9043	0.8722
3	21:36:05	0	0.1000	0.07574571405127965	0.04455157369375229	0.9132	0.9168	0.915	0.887
4	21:39:29	0	0.1000	0.06399006016939132	0.04005531594157219	0.9243	0.9326	0.9284	0.9014
5	21:41:27	0	0.1000	0.05629267087425819	0.0348622165620327	0.9319	0.9371	0.9345	0.91
6	21:44:02	0	0.1000	0.050416574436798214	0.03396093100309372	0.9416	0.9348	0.9382	0.9131
7	21:48:31	1	0.1000	0.04667721419281336	0.033804357051849365	0.9331	0.9361	0.9346	0.9104
8	21:51:05	2	0.1000	0.04247118728407136	0.03377014398574829	0.9336	0.9366	0.9351	0.9107
9	21:52:37	3	0.1000	0.03992417377695938	0.033056773245334625	0.9333	0.9388	0.9361	0.9135
10	21:54:08	4	0.1000	0.037485232002611	0.03302251175045967	0.9324	0.9422	0.9373	0.9127
11	21:55:41	0	0.0500	0.032337364251191235	0.030214359983801842	0.9404	0.9441	0.9423	0.9198
12	21:58:46	0	0.0500	0.029890378022542737	0.030822692438960075	0.9435	0.9482	0.9458	0.9234
13	22:00:45	0	0.0500	0.02812272480562603	0.030278729274868965	0.9429	0.9488	0.9459	0.9235
14	22:02:45	1	0.0500	0.026977306339617643	0.0301866102963686	0.9427	0.9483	0.9455	0.9242
15	22:04:18	0	0.0500	0.02596869789871717	0.030389443039894104	0.9465	0.9495	0.948	0.9263
16	22:06:22	1	0.0500	0.024812213161290068	0.030768610537052155	0.9441	0.9493	0.9467	0.9252
17	22:07:55	2	0.0500	0.02512425158230555	0.02952483482658863	0.9421	0.9492	0.9456	0.9232
18	22:09:59	3	0.0500	0.023045827388994192	0.03145482391119003	0.9428	0.9471	0.945	0.924
19	22:13:36	0	0.0500	0.022622560558169816	0.03040965087711811	0.947	0.9509	0.9489	0.9282
20	22:15:42	1	0.0500	0.022315196883462996	0.031342461705207825	0.9457	0.9507	0.9482	0.9279
21	22:17:19	2	0.0500	0.02205339080151613	0.030665919184684753	0.9477	0.9458	0.9467	0.9251
22	22:18:52	3	0.0500	0.021510919133271435	0.0311800017952919	0.9471	0.9495	0.9483	0.926
23	22:20:24	4	0.0500	0.020277946738568538	0.03153685852885246	0.9453	0.9519	0.9486	0.9272
24	22:21:57	0	0.0250	0.019318333625108156	0.03183871507644653	0.9467	0.9517	0.9492	0.9281
25	22:23:53	1	0.0250	0.01830390770887411	0.03226710855960846	0.9459	0.951	0.9485	0.9273
26	22:25:50	0	0.0250	0.017191350907305124	0.031673166900873184	0.9476	0.9522	0.9499	0.9285
27	22:28:54	0	0.0250	0.017610170344175134	0.031204134225845337	0.9479	0.9529	0.9504	0.9291
28	22:30:59	1	0.0250	0.01729253284930029	0.031967341899871826	0.9473	0.9505	0.9489	0.928
29	22:34:41	2	0.0250	0.01634866314046865	0.03275371342897415	0.9469	0.9514	0.9491	0.9284
30	22:37:14	3	0.0250	0.01559762045125344	0.03314201161265373	0.9463	0.9519	0.9491	0.9277
31	22:38:50	4	0.0250	0.016000404684803755	0.03287367895245552	0.948	0.9514	0.9497	0.9284
32	22:40:53	0	0.0125	0.014717159970434502	0.032395076006650925	0.95	0.9534	0.9517	0.931
33	22:43:02	1	0.0125	0.014717607514439035	0.03264094889163971	0.9495	0.9532	0.9514	0.9305
34	22:45:38	2	0.0125	0.014934251035800618	0.03227132186293602	0.9482	0.9526	0.9504	0.9293
35	22:48:15	3	0.0125	0.014557035886317196	0.033085163682699203	0.9491	0.9519	0.9505	0.9297
36	22:51:56	4	0.0125	0.014291734187332268	0.033018797636032104	0.9482	0.9522	0.9502	0.9291
37	22:55:54	1	0.0063	0.014277700400800838	0.03252474218606949	0.9491	0.9532	0.9511	0.931
38	22:59:37	2	0.0063	0.013308622030007284	0.03245905041694641	0.9493	0.9527	0.951	0.9303
39	23:03:26	3	0.0063	0.013259037137931888	0.03280157968401909	0.949	0.9529	0.951	0.9299
40	23:05:57	4	0.0063	0.013088505567170537	0.032946281135082245	0.9493	0.9522	0.9508	0.93
41	23:07:41	1	0.0031	0.012909413374690504	0.03293890506029129	0.9479	0.9531	0.9505	0.9293
42	23:11:17	2	0.0031	0.013194314517447217	0.033289145678281784	0.9473	0.9527	0.95	0.929
43	23:12:50	3	0.0031	0.012845169327928015	0.0332803800702095	0.9474	0.9526	0.95	0.9293
44	23:14:22	4	0.0031	0.012621873512483074	0.03332707658410072	0.9481	0.9524	0.9502	0.9292
45	23:15:54	1	0.0016	0.012793278092415932	0.03345690295100212	0.9474	0.9526	0.95	0.9289
46	23:18:16	2	0.0016	0.012818494511807256	0.033395182341337204	0.9473	0.9526	0.9499	0.9289
47	23:21:51	3	0.0016	0.012379986122364555	0.03329360485076904	0.9474	0.9526	0.95	0.9289
48	23:25:26	4	0.0016	0.012674631193187928	0.03319207578897476	0.948	0.9522	0.9501	0.9292
49	23:28:09	1	0.0008	0.01288543158002635	0.03321414068341255	0.9481	0.9524	0.9502	0.9292
50	23:31:46	2	0.0008	0.012716535633420224	0.033284157514572144	0.9485	0.9527	0.9506	0.9297
51	23:34:18	3	0.0008	0.012595695171844676	0.033434297889471054	0.9484	0.9531	0.9507	0.9299
52	23:35:49	4	0.0008	0.01255326561331373	0.033466801047325134	0.9482	0.9529	0.9506	0.9297
53	23:37:35	1	0.0004	0.012604520739614038	0.03345264494419098	0.9481	0.9527	0.9504	0.9296
54	23:39:25	2	0.0004	0.013100907906624113	0.03344695270061493	0.9479	0.9527	0.9503	0.9294
55	23:40:58	3	0.0004	0.012817699673655208	0.03341524302959442	0.9479	0.9527	0.9503	0.9294
56	23:44:46	4	0.0004	0.01253329202275416	0.03342118486762047	0.9479	0.9526	0.9502	0.9294
57	23:48:26	1	0.0002	0.012366520418356211	0.03343360498547554	0.9481	0.9527	0.9504	0.9296
58	23:51:40	2	0.0002	0.012686165893998054	0.033448316156864166	0.9481	0.9527	0.9504	0.9296
59	23:54:27	3	0.0002	0.012538566478028897	0.03338782861828804	0.9479	0.9524	0.9501	0.9292
60	23:57:14	4	0.0002	0.013032314328862916	0.03340621665120125	0.9479	0.9522	0.95	0.9291
