EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	19:06:05	0	0.1000	0.3337173941107661	0.439055472612381	0.7917	0.0683	0.1257	0.0672
2	19:07:07	0	0.1000	0.18544988135069196	0.2587377727031708	0.7154	0.3222	0.4443	0.2933
3	19:08:21	0	0.1000	0.1555048602782386	0.23126749694347382	0.7264	0.3593	0.4808	0.3268
4	19:09:21	0	0.1000	0.13733684236346183	0.2180561125278473	0.6972	0.3832	0.4946	0.3408
5	19:10:30	1	0.1000	0.12305400209261169	0.25114402174949646	0.7571	0.3174	0.4473	0.2974
6	19:10:55	0	0.1000	0.11386563364786337	0.215672567486763	0.7459	0.3832	0.5063	0.3524
7	19:12:08	1	0.1000	0.10692967652476387	0.21279990673065186	0.7452	0.3749	0.4988	0.3443
8	19:12:40	2	0.1000	0.09982374432401263	0.22705961763858795	0.7532	0.3473	0.4754	0.3212
9	19:13:06	0	0.1000	0.09328040778684442	0.1916106790304184	0.6568	0.4515	0.5351	0.3875
10	19:14:17	1	0.1000	0.08972979873518577	0.1942884624004364	0.7626	0.3808	0.508	0.3525
11	19:14:47	2	0.1000	0.08494604528187831	0.18279141187667847	0.6815	0.4228	0.5218	0.3739
12	19:15:14	3	0.1000	0.07825138986576274	0.20423415303230286	0.7259	0.4156	0.5286	0.3755
13	19:15:40	4	0.1000	0.07766632245485053	0.2076483517885208	0.7792	0.376	0.5073	0.3501
14	19:16:17	1	0.0500	0.06839551300822348	0.1969711184501648	0.7294	0.4036	0.5197	0.3655
15	19:16:50	2	0.0500	0.06617058891248954	0.18901732563972473	0.7154	0.4216	0.5305	0.3805
16	19:17:16	0	0.0500	0.062167506778181295	0.18013909459114075	0.7116	0.4491	0.5507	0.4019
17	19:18:29	0	0.0500	0.06219623893447115	0.17188553512096405	0.7151	0.4539	0.5553	0.4062
18	19:19:29	1	0.0500	0.06017644667233954	0.18602967262268066	0.729	0.4251	0.5371	0.3863
19	19:20:01	2	0.0500	0.055087664114807505	0.19897617399692535	0.7655	0.3988	0.5244	0.3692
20	19:20:36	3	0.0500	0.0543456223675001	0.1914769560098648	0.7366	0.412	0.5284	0.376
21	19:21:11	4	0.0500	0.051849861941648485	0.20713914930820465	0.7408	0.4108	0.5285	0.3745
22	19:21:46	0	0.0250	0.049738554404946046	0.18529467284679413	0.7367	0.4491	0.558	0.4063
23	19:22:55	1	0.0250	0.04933769217560627	0.19773729145526886	0.7398	0.4323	0.5457	0.3937
24	19:23:31	2	0.0250	0.04726933060166712	0.19378894567489624	0.7407	0.4275	0.5421	0.3893
25	19:24:07	3	0.0250	0.048175033260414175	0.19609606266021729	0.7182	0.4395	0.5453	0.3942
26	19:24:42	4	0.0250	0.0468947456952166	0.20037241280078888	0.7408	0.4108	0.5285	0.3761
27	19:25:18	1	0.0125	0.043674163842683925	0.19627700746059418	0.7361	0.4275	0.5409	0.3893
28	19:25:52	2	0.0125	0.04539585390217126	0.19357335567474365	0.7336	0.4287	0.5412	0.3896
29	19:26:28	3	0.0125	0.04243369556282879	0.20605908334255219	0.7346	0.4012	0.519	0.3669
30	19:27:04	4	0.0125	0.04059906127482116	0.1870851218700409	0.7312	0.4431	0.5518	0.4013
31	19:27:35	1	0.0063	0.041572736937445204	0.19820179045200348	0.7448	0.4263	0.5423	0.3899
