EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	00:35:23	0	0.1000	0.27312728994542435	0.0884772315621376	0.8326	0.8299	0.8312	0.7817
2	00:36:19	0	0.1000	0.14001543059523858	0.06552059203386307	0.8833	0.8672	0.8752	0.8317
3	00:37:16	0	0.1000	0.12186054862507607	0.05827083811163902	0.8854	0.8768	0.8811	0.8415
4	00:38:15	0	0.1000	0.11487879770804767	0.054013658314943314	0.8991	0.8844	0.8917	0.8548
5	00:39:11	1	0.1000	0.11010442034654294	0.05201743170619011	0.884	0.8843	0.8841	0.8493
6	00:40:03	0	0.1000	0.10567105928362178	0.050240758806467056	0.8923	0.8912	0.8918	0.8586
7	00:40:59	0	0.1000	0.10281964335129963	0.0516793318092823	0.9066	0.886	0.8961	0.8588
8	00:41:56	0	0.1000	0.10078355622409162	0.04863336309790611	0.9058	0.8933	0.8995	0.8655
9	00:42:54	1	0.1000	0.10069623382482878	0.049296170473098755	0.8996	0.896	0.8978	0.8667
10	00:43:44	2	0.1000	0.0982323441574918	0.04659498482942581	0.9002	0.8983	0.8993	0.8666
11	00:44:34	0	0.1000	0.09564847271634262	0.04635055735707283	0.9057	0.8963	0.901	0.8689
12	00:45:32	1	0.1000	0.09488683337855079	0.04594777151942253	0.9031	0.8973	0.9002	0.8682
13	00:46:22	2	0.1000	0.09306731935911432	0.04587060585618019	0.8988	0.8985	0.8987	0.8655
14	00:47:14	0	0.1000	0.09250396588434352	0.045460350811481476	0.9011	0.9012	0.9011	0.8678
15	00:48:13	0	0.1000	0.09338548256901315	0.04552716389298439	0.906	0.9002	0.9031	0.8707
16	00:49:10	1	0.1000	0.09205725073130838	0.04540126770734787	0.9033	0.896	0.8996	0.8653
17	00:50:03	2	0.1000	0.0908039574518984	0.04733537882566452	0.9031	0.8958	0.8995	0.8662
