EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	21:02:30	0	0.1000	0.2714408914753384	0.09263254702091217	0.8474	0.8399	0.8436	0.777
2	21:03:30	0	0.1000	0.1490960771142523	0.06929697096347809	0.8878	0.8675	0.8775	0.8271
3	21:04:29	0	0.1000	0.1285025993212569	0.058130934834480286	0.8939	0.8897	0.8918	0.8495
4	21:05:29	0	0.1000	0.11941678232635884	0.05530596151947975	0.906	0.8948	0.9003	0.8583
5	21:06:27	1	0.1000	0.11450317193650568	0.05589717999100685	0.8952	0.8843	0.8897	0.8468
6	21:07:17	0	0.1000	0.11038151811203664	0.05117049068212509	0.9077	0.9002	0.904	0.8649
7	21:08:17	0	0.1000	0.10591178992166991	0.04931683838367462	0.9125	0.9012	0.9068	0.869
8	21:09:15	1	0.1000	0.10437436646864169	0.04802597686648369	0.9057	0.9016	0.9036	0.8685
9	21:10:08	2	0.1000	0.10287697314155478	0.047087110579013824	0.9073	0.9043	0.9058	0.8705
10	21:10:58	3	0.1000	0.10118300834334686	0.050585027784109116	0.9124	0.9004	0.9064	0.8676
11	21:11:49	0	0.1000	0.0993510251512188	0.04706547409296036	0.9144	0.9107	0.9126	0.8763
12	21:12:52	1	0.1000	0.09686162666907419	0.0455680675804615	0.9124	0.9087	0.9105	0.875
13	21:13:43	2	0.1000	0.0971376455551543	0.04864824190735817	0.9071	0.8997	0.9034	0.8685
14	21:14:33	0	0.1000	0.09717673345178475	0.04570797085762024	0.9176	0.911	0.9143	0.8793
15	21:15:36	1	0.1000	0.09525599631630469	0.04282144084572792	0.9169	0.9109	0.9139	0.8793
16	21:16:27	0	0.1000	0.09443137918292051	0.04733453691005707	0.9187	0.9114	0.915	0.8779
17	21:17:28	1	0.1000	0.09568580922410201	0.04645794630050659	0.9092	0.908	0.9086	0.8732
18	21:18:22	2	0.1000	0.09334699080099675	0.04669465124607086	0.9113	0.909	0.9102	0.8738
19	21:19:14	3	0.1000	0.09389663152746869	0.045618005096912384	0.913	0.9088	0.9109	0.8753
20	21:20:10	4	0.1000	0.0931194713635997	0.04462987929582596	0.9109	0.9077	0.9093	0.8749
21	21:21:05	0	0.0500	0.08372970217276003	0.04031391441822052	0.9186	0.9158	0.9172	0.8836
22	21:22:06	1	0.0500	0.0825913572889246	0.041250452399253845	0.9181	0.9158	0.917	0.8837
23	21:22:58	2	0.0500	0.07990093755480325	0.04143962264060974	0.9188	0.9139	0.9163	0.8827
24	21:23:49	0	0.0500	0.07994652796745687	0.040877390652894974	0.9206	0.9149	0.9177	0.8832
25	21:24:50	0	0.0500	0.08113884606151346	0.04021035134792328	0.9179	0.9188	0.9184	0.8858
26	21:25:48	1	0.0500	0.08168235304822198	0.04130273684859276	0.9205	0.9127	0.9166	0.8824
27	21:26:41	2	0.0500	0.07978354855259065	0.04045986756682396	0.9206	0.916	0.9183	0.8842
28	21:27:36	3	0.0500	0.07821785404315884	0.04159058630466461	0.9188	0.9121	0.9154	0.8816
29	21:28:43	4	0.0500	0.07907986138958294	0.04081442952156067	0.9205	0.9136	0.917	0.8838
30	21:29:43	0	0.0250	0.0758982841893258	0.039485152810811996	0.9225	0.9177	0.9201	0.8871
31	21:30:43	0	0.0250	0.07428037382579729	0.039569515734910965	0.9248	0.9192	0.922	0.8898
32	21:31:47	1	0.0250	0.07319916957028443	0.03841303288936615	0.9234	0.9197	0.9216	0.8898
33	21:32:39	2	0.0250	0.07388721715887246	0.0393168143928051	0.9217	0.9151	0.9184	0.8848
34	21:33:30	3	0.0250	0.0745064241254088	0.03903248533606529	0.9247	0.9171	0.9209	0.8884
35	21:34:23	0	0.0250	0.07276354515440693	0.0378560945391655	0.9245	0.9217	0.9231	0.8919
36	21:35:21	1	0.0250	0.07339799964681498	0.03833673149347305	0.9249	0.9202	0.9225	0.8916
37	21:36:12	2	0.0250	0.0748938080714005	0.0381876602768898	0.9211	0.9197	0.9204	0.8897
38	21:37:04	3	0.0250	0.07191068859106216	0.039254914969205856	0.9207	0.9171	0.9189	0.8868
39	21:37:55	4	0.0250	0.07278992101113266	0.03849690780043602	0.9226	0.919	0.9208	0.8886
40	21:38:47	1	0.0125	0.07178581307274176	0.03808417171239853	0.9227	0.9199	0.9213	0.8896
41	21:39:38	2	0.0125	0.07124502596013012	0.03814985975623131	0.9248	0.9209	0.9228	0.8908
42	21:40:28	3	0.0125	0.06977903828765454	0.03827453777194023	0.9242	0.9193	0.9218	0.8899
43	21:41:20	4	0.0125	0.0701781711588532	0.0382053479552269	0.9217	0.918	0.9199	0.8879
44	21:42:10	1	0.0063	0.07127874332870618	0.0380675308406353	0.9235	0.9183	0.9209	0.8888
45	21:43:01	2	0.0063	0.0691038435661513	0.03813907504081726	0.9226	0.9175	0.9201	0.8877
46	21:43:49	3	0.0063	0.06824981324406398	0.03793912008404732	0.9236	0.9195	0.9215	0.8887
47	21:44:38	4	0.0063	0.0698364456522038	0.03817231208086014	0.9241	0.9178	0.9209	0.8885
48	21:45:29	1	0.0031	0.06848939429074583	0.03783596679568291	0.9219	0.9183	0.9201	0.8881
49	21:46:18	2	0.0031	0.06856805164135558	0.0378841869533062	0.9223	0.9185	0.9204	0.8883
50	21:47:09	3	0.0031	0.06835304613105059	0.037825122475624084	0.9235	0.9183	0.9209	0.8888
51	21:47:58	4	0.0031	0.06786509307998724	0.037508707493543625	0.9224	0.9185	0.9205	0.8885
52	21:48:47	1	0.0016	0.06875503851007556	0.03755595162510872	0.9229	0.9187	0.9208	0.889
53	21:49:38	2	0.0016	0.06924060525650673	0.037577562034130096	0.9229	0.9183	0.9206	0.8887
54	21:50:26	3	0.0016	0.06767150165521106	0.037569303065538406	0.9232	0.9192	0.9212	0.8896
55	21:51:15	4	0.0016	0.06878612431990497	0.03764978423714638	0.9231	0.919	0.921	0.8893
56	21:52:06	1	0.0008	0.06852606903010383	0.0377388671040535	0.923	0.9182	0.9206	0.8885
57	21:52:55	2	0.0008	0.06815215854554987	0.03759253770112991	0.9234	0.9187	0.921	0.8891
58	21:53:45	3	0.0008	0.06761515109123784	0.03764700889587402	0.9232	0.918	0.9206	0.8886
59	21:54:34	4	0.0008	0.06696113295857836	0.03756337612867355	0.923	0.9183	0.9207	0.8884
60	21:55:23	1	0.0004	0.06883761157236229	0.03756146505475044	0.9229	0.9185	0.9207	0.8884
61	21:56:13	2	0.0004	0.06746610998684875	0.037567880004644394	0.9229	0.9187	0.9208	0.8886
62	21:57:01	3	0.0004	0.06797317555380694	0.03758106008172035	0.9229	0.9187	0.9208	0.8887
63	21:57:52	4	0.0004	0.06700675977147769	0.03755798935890198	0.9226	0.9188	0.9207	0.8886
64	21:58:40	1	0.0002	0.06717381004660912	0.03755518049001694	0.9223	0.9185	0.9204	0.8883
65	21:59:29	2	0.0002	0.06658886108180632	0.037570372223854065	0.9223	0.9185	0.9204	0.8883
