EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	02:43:15	0	0.1000	0.6197926875131733	0.44460877776145935	0.1851	0.1066	0.1352	0.1626
2	02:45:01	0	0.1000	0.4120822318289631	0.361525297164917	0.4522	0.202	0.2792	0.2469
3	02:46:49	0	0.1000	0.35300862278540523	0.31559455394744873	0.464	0.3317	0.3868	0.3393
4	02:48:37	0	0.1000	0.3194540586780362	0.2878120541572571	0.4697	0.3905	0.4265	0.3983
5	02:50:27	0	0.1000	0.2956996085595109	0.2717755138874054	0.543	0.3659	0.4372	0.3796
6	02:52:14	0	0.1000	0.2750185723374223	0.25178655982017517	0.5534	0.4183	0.4765	0.4149
7	02:54:03	0	0.1000	0.26167327792645406	0.24210621416568756	0.5891	0.4473	0.5085	0.4473
8	02:55:55	1	0.1000	0.24955632472275652	0.24076537787914276	0.5882	0.4432	0.5055	0.439
9	02:57:50	2	0.1000	0.2378231904994603	0.23765724897384644	0.5989	0.4388	0.5065	0.445
10	02:59:37	0	0.1000	0.23097261928210952	0.22628849744796753	0.5687	0.4944	0.529	0.4677
11	03:01:25	0	0.1000	0.22164873776253047	0.21940577030181885	0.5982	0.4742	0.5291	0.4603
12	03:03:13	1	0.1000	0.2126943382257169	0.23124763369560242	0.549	0.4719	0.5076	0.4531
13	03:05:02	0	0.1000	0.20524347896676728	0.216351717710495	0.5749	0.5158	0.5437	0.4814
14	03:06:51	1	0.1000	0.19865564904723496	0.21694612503051758	0.5898	0.4786	0.5284	0.4689
15	03:08:39	0	0.1000	0.19489961941749212	0.21090351045131683	0.6141	0.4994	0.5509	0.4847
16	03:10:28	0	0.1000	0.18941119217782817	0.2103876918554306	0.5813	0.534	0.5566	0.4915
17	03:12:18	1	0.1000	0.18277360601541287	0.2118513584136963	0.6038	0.5023	0.5484	0.4798
18	03:14:06	0	0.1000	0.17805247457327678	0.2125130444765091	0.6459	0.5015	0.5646	0.5081
19	03:15:55	1	0.1000	0.17433017297551115	0.22125157713890076	0.6541	0.4417	0.5273	0.4505
20	03:17:45	2	0.1000	0.16919423984664697	0.20778712630271912	0.5737	0.5524	0.5629	0.5093
