EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_PRECISION	DEV_RECALL	DEV_F1	DEV_ACCURACY
1	19:30:12	0	0.1000	0.3149676394893696	0.09705450385808945	0.8392	0.8455	0.8423	0.7763
2	19:32:17	0	0.1000	0.15024769316963543	0.06813016533851624	0.8889	0.8739	0.8813	0.8313
3	19:34:20	0	0.1000	0.12827479405242231	0.058722030371427536	0.903	0.8885	0.8957	0.853
4	19:36:23	1	0.1000	0.11865004426890471	0.0571226067841053	0.8898	0.8811	0.8854	0.8429
5	19:37:59	0	0.1000	0.11191771350431644	0.053212251514196396	0.9026	0.8951	0.8989	0.8586
6	19:40:02	0	0.1000	0.11011512440568065	0.04996458441019058	0.9061	0.899	0.9025	0.8636
7	19:42:10	1	0.1000	0.10725147112846127	0.05242601037025452	0.9089	0.8943	0.9015	0.8606
8	19:43:46	0	0.1000	0.10376106171243712	0.04760332033038139	0.9068	0.9014	0.9041	0.8662
9	19:45:48	0	0.1000	0.10287118967956556	0.045633476227521896	0.9161	0.9063	0.9112	0.8766
10	19:47:49	0	0.1000	0.10042947253566374	0.04348758980631828	0.9157	0.9149	0.9153	0.8812
11	19:49:51	1	0.1000	0.09966089507235099	0.046137817203998566	0.9123	0.9097	0.911	0.8771
12	19:51:31	0	0.1000	0.09717909290377663	0.044596221297979355	0.9191	0.9127	0.9159	0.8828
13	19:53:32	1	0.1000	0.09742523375211422	0.046308789402246475	0.9148	0.9082	0.9115	0.8765
14	19:55:08	2	0.1000	0.09690487612822143	0.04482756182551384	0.9156	0.9097	0.9126	0.8789
15	19:56:43	3	0.1000	0.09491141726908238	0.0443885363638401	0.9147	0.9119	0.9133	0.8797
16	19:58:23	4	0.1000	0.09562226394271192	0.04399466514587402	0.9104	0.9094	0.9099	0.8784
17	19:59:58	0	0.0500	0.08664999840936893	0.04022068902850151	0.9212	0.9175	0.9194	0.8881
18	20:02:00	1	0.0500	0.08311643918732921	0.042897067964076996	0.9186	0.9155	0.917	0.8841
19	20:03:34	2	0.0500	0.08287150253072649	0.04065920412540436	0.9175	0.9156	0.9166	0.8845
20	20:05:06	3	0.0500	0.08167013211327157	0.04131314903497696	0.9237	0.9143	0.9189	0.8865
21	20:06:42	4	0.0500	0.08171180502407219	0.041721876710653305	0.9223	0.9146	0.9184	0.8856
22	20:08:12	0	0.0250	0.07670404838233776	0.0390453040599823	0.9257	0.9188	0.9223	0.8909
23	20:10:10	1	0.0250	0.07695623584853924	0.039923809468746185	0.9224	0.918	0.9202	0.8891
24	20:11:40	2	0.0250	0.07507871535231275	0.03939094394445419	0.923	0.918	0.9205	0.8882
25	20:13:11	3	0.0250	0.07502115403262592	0.03966286778450012	0.9238	0.9183	0.9211	0.8895
26	20:14:46	0	0.0250	0.07446428099504074	0.03902186080813408	0.9243	0.9204	0.9223	0.8915
27	20:16:44	1	0.0250	0.07486179554711904	0.038323014974594116	0.9226	0.9183	0.9204	0.8887
28	20:18:14	0	0.0250	0.07522925960783172	0.03897056728601456	0.9258	0.919	0.9224	0.8906
29	20:20:11	0	0.0250	0.07437256132675206	0.03856084868311882	0.926	0.9207	0.9234	0.8921
30	20:22:13	1	0.0250	0.07560227381092595	0.039912477135658264	0.9253	0.9153	0.9203	0.8875
